id_item_pedido,id_pedido,id_produto,quantidade,preco_unitario_venda
12822,2358,178,9.00,130.29
12823,2358,150,1.00,82.67
12824,2358,35,7.00,151.38
12825,2359,171,6.00,83.11
12826,2359,33,2.00,49.20
12827,2359,85,6.00,111.09
12828,2359,122,4.00,27.75
12829,2359,140,6.00,160.58
12830,2359,169,5.00,143.39
12831,2360,59,4.00,34.40
12832,2360,151,8.00,66.54
12833,2360,131,10.00,141.91
12834,2360,123,4.00,80.89
12835,2360,155,10.00,120.94
12836,2360,39,3.00,126.24
12837,2360,148,9.00,57.69
12838,2360,50,6.00,45.83
12839,2361,159,8.00,99.26
12840,2362,60,2.00,86.26
12841,2362,190,3.00,176.93
12842,2362,65,10.00,36.90
12843,2362,123,4.00,80.89
12844,2362,151,9.00,66.54
12845,2362,153,4.00,109.35
12846,2362,141,4.00,36.25
12847,2362,94,4.00,71.73
12848,2363,58,6.00,170.49
12849,2363,139,10.00,33.06
12850,2363,112,1.00,17.72
12851,2363,70,8.00,170.91
12852,2363,128,10.00,120.44
12853,2363,194,10.00,50.00
12854,2363,133,6.00,85.25
12855,2363,170,6.00,111.55
12856,2363,38,3.00,107.79
12857,2363,186,8.00,33.39
12858,2364,115,2.00,18.18
12859,2364,25,2.00,50.94
12860,2364,31,5.00,95.56
12861,2364,169,9.00,143.39
12862,2364,129,8.00,59.27
12863,2364,120,9.00,27.57
12864,2364,110,2.00,76.77
12865,2364,17,10.00,35.86
12866,2364,123,2.00,80.89
12867,2364,182,1.00,73.62
12868,2365,12,1.00,164.13
12869,2365,46,9.00,170.17
12870,2365,163,4.00,59.03
12871,2365,71,7.00,51.00
12872,2365,83,10.00,102.48
12873,2365,124,2.00,92.50
12874,2365,10,8.00,75.54
12875,2365,77,9.00,121.19
12876,2366,9,5.00,78.00
12877,2366,63,1.00,93.65
12878,2366,110,5.00,76.77
12879,2366,121,7.00,80.40
12880,2366,107,7.00,140.95
12881,2366,146,7.00,110.74
12882,2367,46,10.00,170.17
12883,2367,186,9.00,33.39
12884,2367,105,1.00,115.16
12885,2367,127,1.00,106.10
12886,2367,59,4.00,34.40
12887,2368,157,10.00,139.76
12888,2368,46,4.00,170.17
12889,2368,58,3.00,170.49
12890,2368,84,4.00,135.68
12891,2369,175,1.00,39.77
12892,2369,163,9.00,59.03
12893,2369,122,7.00,27.75
12894,2369,50,5.00,45.83
12895,2369,52,1.00,126.99
12896,2370,163,9.00,59.03
12897,2371,84,10.00,135.68
12898,2372,150,9.00,82.67
12899,2372,46,5.00,170.17
12900,2372,121,7.00,80.40
12901,2372,77,1.00,121.19
12902,2372,176,4.00,99.69
12903,2372,36,9.00,179.83
12904,2372,97,1.00,41.83
12905,2373,68,3.00,24.01
12906,2373,69,9.00,144.63
12907,2373,88,6.00,131.78
12908,2373,51,8.00,109.57
12909,2373,175,2.00,39.77
12910,2373,52,8.00,126.99
12911,2373,11,10.00,132.19
12912,2373,138,6.00,98.96
12913,2373,120,4.00,27.57
12914,2374,88,3.00,131.78
12915,2374,12,5.00,164.13
12916,2374,29,4.00,150.77
12917,2374,32,9.00,81.69
12918,2375,185,8.00,81.48
12919,2375,153,7.00,109.35
12920,2375,27,7.00,52.77
12921,2375,144,8.00,89.66
12922,2375,77,8.00,121.19
12923,2375,161,7.00,91.68
12924,2375,164,2.00,155.40
12925,2375,68,3.00,24.01
12926,2375,200,4.00,42.11
12927,2375,179,4.00,67.33
12928,2376,93,9.00,141.70
12929,2376,137,10.00,19.46
12930,2377,133,8.00,85.25
12931,2377,180,2.00,167.43
12932,2378,62,9.00,81.68
12933,2378,41,6.00,75.31
12934,2378,25,10.00,50.94
12935,2378,94,5.00,71.73
12936,2378,162,7.00,136.96
12937,2378,17,4.00,35.86
12938,2379,128,9.00,120.44
12939,2380,116,10.00,114.40
12940,2380,6,3.00,158.61
12941,2380,70,9.00,170.91
12942,2380,60,9.00,86.26
12943,2380,114,2.00,175.85
12944,2380,18,10.00,109.86
12945,2380,116,10.00,114.40
12946,2381,96,8.00,23.96
12947,2381,94,1.00,71.73
12948,2381,121,1.00,80.40
12949,2382,172,6.00,124.10
12950,2382,27,1.00,52.77
12951,2382,155,8.00,120.94
12952,2383,187,2.00,97.73
12953,2383,16,9.00,108.18
12954,2383,19,9.00,109.84
12955,2383,7,6.00,60.61
12956,2383,157,2.00,139.76
12957,2384,101,10.00,120.64
12958,2384,39,2.00,126.24
12959,2384,31,4.00,95.56
12960,2384,27,8.00,52.77
12961,2384,29,6.00,150.77
12962,2384,102,8.00,143.32
12963,2384,72,5.00,136.86
12964,2384,47,8.00,92.50
12965,2384,34,6.00,120.11
12966,2385,111,9.00,77.61
12967,2385,106,2.00,17.25
12968,2385,1,7.00,59.67
12969,2385,70,8.00,170.91
12970,2386,132,6.00,70.90
12971,2386,170,6.00,111.55
12972,2386,46,5.00,170.17
12973,2386,132,9.00,70.90
12974,2386,95,7.00,146.31
12975,2386,9,2.00,78.00
12976,2387,122,10.00,27.75
12977,2387,144,9.00,89.66
12978,2387,27,1.00,52.77
12979,2387,9,10.00,78.00
12980,2388,14,9.00,14.07
12981,2388,50,6.00,45.83
12982,2388,19,8.00,109.84
12983,2388,106,4.00,17.25
12984,2388,30,8.00,66.44
12985,2388,20,4.00,129.88
12986,2388,110,7.00,76.77
12987,2388,108,8.00,128.36
12988,2388,59,2.00,34.40
12989,2389,96,8.00,23.96
12990,2389,65,4.00,36.90
12991,2389,164,1.00,155.40
12992,2389,124,1.00,92.50
12993,2389,71,7.00,51.00
12994,2389,23,7.00,144.07
12995,2390,192,5.00,56.35
12996,2390,103,2.00,143.13
12997,2390,31,4.00,95.56
12998,2390,60,5.00,86.26
12999,2390,46,9.00,170.17
13000,2391,15,5.00,42.70
13001,2391,188,4.00,36.87
13002,2391,29,6.00,150.77
13003,2391,64,10.00,46.97
13004,2391,156,1.00,168.13
13005,2391,183,5.00,88.05
13006,2391,75,6.00,70.30
13007,2392,1,6.00,59.67
13008,2392,111,3.00,77.61
13009,2393,108,8.00,128.36
13010,2393,23,4.00,144.07
13011,2393,56,5.00,44.83
13012,2393,52,1.00,126.99
13013,2394,186,8.00,33.39
13014,2394,161,9.00,91.68
13015,2394,189,2.00,106.63
13016,2394,140,2.00,160.58
13017,2394,152,3.00,103.32
13018,2394,26,8.00,57.85
13019,2394,114,5.00,175.85
13020,2395,129,8.00,59.27
13021,2395,188,4.00,36.87
13022,2396,178,5.00,130.29
13023,2397,102,6.00,143.32
13024,2398,9,8.00,78.00
13025,2398,172,10.00,124.10
13026,2399,23,2.00,144.07
13027,2399,69,3.00,144.63
13028,2400,64,4.00,46.97
13029,2401,47,8.00,92.50
13030,2401,191,6.00,30.62
13031,2402,58,5.00,170.49
13032,2402,109,3.00,31.42
13033,2402,139,7.00,33.06
13034,2402,64,6.00,46.97
13035,2403,197,3.00,94.75
13036,2403,109,9.00,31.42
13037,2403,84,7.00,135.68
13038,2403,22,6.00,43.36
13039,2403,51,8.00,109.57
13040,2403,171,1.00,83.11
13041,2404,78,2.00,113.51
13042,2404,162,5.00,136.96
13043,2404,179,1.00,67.33
13044,2404,127,10.00,106.10
13045,2404,9,3.00,78.00
13046,2404,16,7.00,108.18
13047,2405,175,1.00,39.77
13048,2405,134,2.00,73.35
13049,2405,171,8.00,83.11
13050,2405,31,6.00,95.56
13051,2405,41,5.00,75.31
13052,2406,111,2.00,77.61
13053,2406,182,2.00,73.62
13054,2406,48,7.00,69.95
13055,2406,75,1.00,70.30
13056,2406,180,5.00,167.43
13057,2406,135,10.00,69.08
13058,2406,150,9.00,82.67
13059,2406,20,9.00,129.88
13060,2406,33,2.00,49.20
13061,2407,121,3.00,80.40
13062,2407,79,3.00,82.45
13063,2407,198,3.00,18.04
13064,2408,132,9.00,70.90
13065,2408,26,2.00,57.85
13066,2408,98,10.00,94.54
13067,2408,15,7.00,42.70
13068,2408,10,3.00,75.54
13069,2409,15,1.00,42.70
13070,2410,82,1.00,74.55
13071,2410,172,3.00,124.10
13072,2410,126,5.00,71.94
13073,2410,33,6.00,49.20
13074,2411,169,4.00,143.39
13075,2411,4,2.00,166.69
13076,2411,142,1.00,82.31
13077,2411,58,2.00,170.49
13078,2412,169,1.00,143.39
13079,2412,101,6.00,120.64
13080,2412,198,5.00,18.04
13081,2412,43,8.00,140.33
13082,2412,38,7.00,107.79
13083,2412,128,3.00,120.44
13084,2412,90,5.00,45.99
13085,2412,155,6.00,120.94
13086,2413,189,3.00,106.63
13087,2413,67,10.00,65.55
13088,2414,14,2.00,14.07
13089,2415,131,5.00,141.91
13090,2415,104,2.00,17.81
13091,2415,4,8.00,166.69
13092,2416,137,1.00,19.46
13093,2416,65,4.00,36.90
13094,2416,195,8.00,32.07
13095,2416,124,10.00,92.50
13096,2416,192,9.00,56.35
13097,2416,124,5.00,92.50
13098,2416,34,7.00,120.11
13099,2416,115,1.00,18.18
13100,2417,134,2.00,73.35
13101,2417,136,10.00,17.95
13102,2417,176,5.00,99.69
13103,2417,121,7.00,80.40
13104,2417,101,6.00,120.64
13105,2418,46,3.00,170.17
13106,2418,112,1.00,17.72
13107,2418,104,5.00,17.81
13108,2418,157,6.00,139.76
13109,2418,54,8.00,80.27
13110,2418,3,8.00,95.53
13111,2418,165,9.00,29.37
13112,2419,119,2.00,82.28
13113,2419,22,10.00,43.36
13114,2419,130,3.00,82.53
13115,2420,143,5.00,19.36
13116,2420,15,1.00,42.70
13117,2420,2,10.00,100.64
13118,2420,102,9.00,143.32
13119,2421,67,3.00,65.55
13120,2421,37,2.00,77.22
13121,2421,89,7.00,149.08
13122,2421,165,3.00,29.37
13123,2421,121,4.00,80.40
13124,2422,92,4.00,95.54
13125,2422,45,2.00,104.12
13126,2422,20,1.00,129.88
13127,2422,181,4.00,132.60
13128,2423,121,1.00,80.40
13129,2423,94,2.00,71.73
13130,2423,85,7.00,111.09
13131,2423,173,5.00,51.09
13132,2424,146,9.00,110.74
13133,2424,163,7.00,59.03
13134,2424,181,5.00,132.60
13135,2425,190,5.00,176.93
13136,2426,186,10.00,33.39
13137,2426,38,10.00,107.79
13138,2426,50,4.00,45.83
13139,2427,33,5.00,49.20
13140,2427,106,5.00,17.25
13141,2428,164,8.00,155.40
13142,2428,90,10.00,45.99
13143,2428,37,2.00,77.22
13144,2428,77,4.00,121.19
13145,2428,134,3.00,73.35
13146,2429,4,10.00,166.69
13147,2430,160,4.00,144.77
13148,2430,36,10.00,179.83
13149,2430,46,3.00,170.17
13150,2431,103,1.00,143.13
13151,2431,115,8.00,18.18
13152,2432,140,5.00,160.58
13153,2432,47,8.00,92.50
13154,2432,30,5.00,66.44
13155,2432,135,1.00,69.08
13156,2433,11,5.00,132.19
13157,2433,173,2.00,51.09
13158,2433,190,5.00,176.93
13159,2433,53,1.00,39.61
13160,2433,84,10.00,135.68
13161,2433,108,9.00,128.36
13162,2433,104,2.00,17.81
13163,2434,161,1.00,91.68
13164,2434,174,2.00,59.66
13165,2434,56,9.00,44.83
13166,2434,91,7.00,30.96
13167,2434,23,5.00,144.07
13168,2434,11,9.00,132.19
13169,2434,194,4.00,50.00
13170,2435,103,8.00,143.13
13171,2435,23,4.00,144.07
13172,2435,111,7.00,77.61
13173,2435,94,5.00,71.73
13174,2435,176,1.00,99.69
13175,2435,92,3.00,95.54
13176,2435,154,2.00,43.67
13177,2436,45,1.00,104.12
13178,2436,162,8.00,136.96
13179,2436,74,6.00,155.78
13180,2436,141,9.00,36.25
13181,2436,7,7.00,60.61
13182,2436,62,5.00,81.68
13183,2436,113,4.00,81.42
13184,2437,10,10.00,75.54
13185,2438,40,7.00,14.12
13186,2438,138,5.00,98.96
13187,2438,62,2.00,81.68
13188,2438,134,10.00,73.35
13189,2438,181,6.00,132.60
13190,2439,1,6.00,59.67
13191,2439,147,1.00,76.74
13192,2439,173,3.00,51.09
13193,2439,171,5.00,83.11
13194,2439,91,1.00,30.96
13195,2440,162,9.00,136.96
13196,2440,15,7.00,42.70
13197,2440,23,6.00,144.07
13198,2440,93,7.00,141.70
13199,2440,159,1.00,99.26
13200,2440,181,4.00,132.60
13201,2440,4,1.00,166.69
13202,2440,42,9.00,132.84
13203,2441,155,8.00,120.94
13204,2441,72,6.00,136.86
13205,2441,174,6.00,59.66
13206,2441,45,5.00,104.12
13207,2442,78,9.00,113.51
13208,2442,197,5.00,94.75
13209,2442,41,8.00,75.31
13210,2442,191,7.00,30.62
13211,2442,56,6.00,44.83
13212,2442,143,1.00,19.36
13213,2442,12,2.00,164.13
13214,2442,127,7.00,106.10
13215,2443,44,9.00,146.83
13216,2443,75,5.00,70.30
13217,2443,29,4.00,150.77
13218,2443,66,6.00,88.37
13219,2443,191,10.00,30.62
13220,2443,27,7.00,52.77
13221,2443,186,7.00,33.39
13222,2443,87,3.00,70.27
13223,2444,177,1.00,59.94
13224,2444,132,2.00,70.90
13225,2444,111,5.00,77.61
13226,2444,111,5.00,77.61
13227,2444,108,4.00,128.36
13228,2445,47,2.00,92.50
13229,2445,166,9.00,145.42
13230,2445,131,8.00,141.91
13231,2445,186,4.00,33.39
13232,2446,118,7.00,88.30
13233,2446,49,5.00,18.46
13234,2446,57,3.00,17.10
13235,2446,41,4.00,75.31
13236,2446,56,3.00,44.83
13237,2447,99,10.00,40.93
13238,2447,12,6.00,164.13
13239,2447,125,5.00,108.94
13240,2447,65,4.00,36.90
13241,2447,109,9.00,31.42
13242,2447,77,6.00,121.19
13243,2447,80,5.00,71.15
13244,2447,27,3.00,52.77
13245,2447,191,10.00,30.62
13246,2448,134,5.00,73.35
13247,2448,200,8.00,42.11
13248,2448,190,4.00,176.93
13249,2448,11,2.00,132.19
13250,2449,42,1.00,132.84
13251,2449,78,10.00,113.51
13252,2449,104,8.00,17.81
13253,2449,61,2.00,62.49
13254,2449,14,8.00,14.07
13255,2449,117,7.00,170.41
13256,2449,101,6.00,120.64
13257,2450,61,4.00,62.49
13258,2450,138,5.00,98.96
13259,2450,58,1.00,170.49
13260,2450,61,5.00,62.49
13261,2450,23,4.00,144.07
13262,2450,92,3.00,95.54
13263,2450,141,9.00,36.25
13264,2450,51,7.00,109.57
13265,2451,169,7.00,143.39
13266,2451,134,5.00,73.35
13267,2451,11,1.00,132.19
13268,2451,3,10.00,95.53
13269,2451,155,10.00,120.94
13270,2451,107,8.00,140.95
13271,2452,142,6.00,82.31
13272,2452,89,7.00,149.08
13273,2452,19,5.00,109.84
13274,2452,150,6.00,82.67
13275,2453,106,2.00,17.25
13276,2453,20,1.00,129.88
13277,2453,13,2.00,62.36
13278,2453,74,6.00,155.78
13279,2453,90,8.00,45.99
13280,2453,37,8.00,77.22
13281,2454,102,10.00,143.32
13282,2454,60,7.00,86.26
13283,2455,105,5.00,115.16
13284,2456,31,1.00,95.56
13285,2456,131,3.00,141.91
13286,2456,14,8.00,14.07
13287,2457,85,7.00,111.09
13288,2457,45,1.00,104.12
13289,2457,94,3.00,71.73
13290,2457,181,8.00,132.60
13291,2457,185,5.00,81.48
13292,2457,73,6.00,55.51
13293,2457,128,6.00,120.44
13294,2457,160,4.00,144.77
13295,2457,91,2.00,30.96
13296,2458,184,8.00,83.48
13297,2458,10,10.00,75.54
13298,2458,132,5.00,70.90
13299,2459,3,5.00,95.53
13300,2459,41,7.00,75.31
13301,2459,141,6.00,36.25
13302,2459,109,2.00,31.42
13303,2459,194,5.00,50.00
13304,2459,105,2.00,115.16
13305,2460,186,9.00,33.39
13306,2460,84,6.00,135.68
13307,2460,108,1.00,128.36
13308,2461,107,5.00,140.95
13309,2461,140,2.00,160.58
13310,2461,93,10.00,141.70
13311,2461,105,7.00,115.16
13312,2461,148,8.00,57.69
13313,2461,67,6.00,65.55
13314,2461,135,8.00,69.08
13315,2461,149,5.00,21.84
13316,2462,130,5.00,82.53
13317,2462,31,6.00,95.56
13318,2462,10,8.00,75.54
13319,2463,142,5.00,82.31
13320,2463,36,6.00,179.83
13321,2463,196,4.00,108.34
13322,2463,195,8.00,32.07
13323,2463,132,2.00,70.90
13324,2463,154,4.00,43.67
13325,2463,137,3.00,19.46
13326,2464,182,6.00,73.62
13327,2464,192,2.00,56.35
13328,2464,5,6.00,116.79
13329,2464,172,6.00,124.10
13330,2464,14,8.00,14.07
13331,2464,110,5.00,76.77
13332,2464,165,7.00,29.37
13333,2464,134,5.00,73.35
13334,2464,63,2.00,93.65
13335,2464,187,2.00,97.73
13336,2465,189,3.00,106.63
13337,2465,45,5.00,104.12
13338,2466,65,1.00,36.90
13339,2466,46,1.00,170.17
13340,2466,82,10.00,74.55
13341,2466,140,6.00,160.58
13342,2466,112,3.00,17.72
13343,2466,66,1.00,88.37
13344,2467,1,5.00,59.67
13345,2467,11,1.00,132.19
13346,2467,197,9.00,94.75
13347,2467,36,5.00,179.83
13348,2467,104,4.00,17.81
13349,2467,49,2.00,18.46
13350,2468,174,6.00,59.66
13351,2468,46,5.00,170.17
13352,2468,105,3.00,115.16
13353,2468,179,6.00,67.33
13354,2468,57,7.00,17.10
13355,2468,70,9.00,170.91
13356,2468,8,8.00,76.10
13357,2468,111,6.00,77.61
13358,2468,38,3.00,107.79
13359,2468,116,2.00,114.40
13360,2469,114,1.00,175.85
13361,2469,129,1.00,59.27
13362,2469,26,7.00,57.85
13363,2470,187,4.00,97.73
13364,2471,184,3.00,83.48
13365,2471,121,2.00,80.40
13366,2471,30,2.00,66.44
13367,2471,86,7.00,103.76
13368,2471,164,3.00,155.40
13369,2472,188,8.00,36.87
13370,2472,188,5.00,36.87
13371,2472,71,5.00,51.00
13372,2472,55,10.00,104.34
13373,2472,2,2.00,100.64
13374,2472,138,1.00,98.96
13375,2472,3,1.00,95.53
13376,2472,12,3.00,164.13
13377,2472,186,10.00,33.39
13378,2472,27,8.00,52.77
13379,2473,195,5.00,32.07
13380,2473,53,10.00,39.61
13381,2474,82,9.00,74.55
13382,2474,177,10.00,59.94
13383,2474,14,6.00,14.07
13384,2474,78,4.00,113.51
13385,2474,146,6.00,110.74
13386,2474,68,2.00,24.01
13387,2474,164,7.00,155.40
13388,2474,113,10.00,81.42
13389,2475,83,7.00,102.48
13390,2475,190,9.00,176.93
13391,2476,188,7.00,36.87
13392,2476,61,7.00,62.49
13393,2476,52,4.00,126.99
13394,2476,44,9.00,146.83
13395,2476,154,2.00,43.67
13396,2476,135,8.00,69.08
13397,2476,177,1.00,59.94
13398,2477,11,10.00,132.19
13399,2477,154,9.00,43.67
13400,2477,18,8.00,109.86
13401,2477,147,3.00,76.74
13402,2477,27,9.00,52.77
13403,2478,178,5.00,130.29
13404,2479,9,10.00,78.00
13405,2479,105,9.00,115.16
13406,2479,106,2.00,17.25
13407,2479,72,3.00,136.86
13408,2479,10,6.00,75.54
13409,2480,173,10.00,51.09
13410,2480,45,3.00,104.12
13411,2480,92,7.00,95.54
13412,2480,143,7.00,19.36
13413,2480,74,8.00,155.78
13414,2480,117,8.00,170.41
13415,2480,155,8.00,120.94
13416,2480,88,10.00,131.78
13417,2481,148,3.00,57.69
13418,2481,193,2.00,44.06
13419,2482,182,6.00,73.62
13420,2482,50,5.00,45.83
13421,2482,102,2.00,143.32
13422,2482,95,8.00,146.31
13423,2483,196,8.00,108.34
13424,2483,175,1.00,39.77
13425,2483,165,9.00,29.37
13426,2483,150,3.00,82.67
13427,2484,3,5.00,95.53
13428,2484,63,2.00,93.65
13429,2485,134,2.00,73.35
13430,2485,175,9.00,39.77
13431,2485,111,3.00,77.61
13432,2485,122,3.00,27.75
13433,2485,127,3.00,106.10
13434,2485,108,9.00,128.36
13435,2485,105,2.00,115.16
13436,2485,18,1.00,109.86
13437,2486,117,4.00,170.41
13438,2486,157,10.00,139.76
13439,2486,128,2.00,120.44
13440,2486,16,8.00,108.18
13441,2486,152,4.00,103.32
13442,2486,143,4.00,19.36
13443,2487,198,4.00,18.04
13444,2487,157,9.00,139.76
13445,2487,188,2.00,36.87
13446,2487,149,4.00,21.84
13447,2487,142,4.00,82.31
13448,2487,155,8.00,120.94
13449,2487,58,3.00,170.49
13450,2487,107,9.00,140.95
13451,2487,101,1.00,120.64
13452,2488,131,1.00,141.91
13453,2488,109,5.00,31.42
13454,2488,95,1.00,146.31
13455,2488,13,1.00,62.36
13456,2489,100,4.00,89.92
13457,2489,37,10.00,77.22
13458,2489,194,2.00,50.00
13459,2489,144,3.00,89.66
13460,2489,190,1.00,176.93
13461,2489,115,7.00,18.18
13462,2489,60,7.00,86.26
13463,2489,102,6.00,143.32
13464,2490,3,3.00,95.53
13465,2490,85,3.00,111.09
13466,2490,179,8.00,67.33
13467,2490,31,5.00,95.56
13468,2490,166,8.00,145.42
13469,2490,69,5.00,144.63
13470,2490,15,1.00,42.70
13471,2490,57,2.00,17.10
13472,2490,150,4.00,82.67
13473,2490,132,2.00,70.90
13474,2491,181,5.00,132.60
13475,2492,13,8.00,62.36
13476,2492,141,2.00,36.25
13477,2492,158,4.00,64.90
13478,2492,126,10.00,71.94
13479,2492,170,4.00,111.55
13480,2492,91,1.00,30.96
13481,2492,3,9.00,95.53
13482,2492,25,2.00,50.94
13483,2492,38,7.00,107.79
13484,2493,173,8.00,51.09
13485,2493,68,4.00,24.01
13486,2493,130,3.00,82.53
13487,2493,60,8.00,86.26
13488,2493,167,10.00,102.76
13489,2493,17,7.00,35.86
13490,2494,175,4.00,39.77
13491,2495,28,2.00,118.54
13492,2495,39,6.00,126.24
13493,2495,82,3.00,74.55
13494,2495,4,4.00,166.69
13495,2495,141,5.00,36.25
13496,2495,38,6.00,107.79
13497,2496,169,7.00,143.39
13498,2496,143,7.00,19.36
13499,2496,189,9.00,106.63
13500,2496,94,8.00,71.73
13501,2496,81,8.00,117.84
13502,2496,89,1.00,149.08
13503,2497,126,8.00,71.94
13504,2497,193,6.00,44.06
13505,2497,140,10.00,160.58
13506,2497,121,2.00,80.40
13507,2497,30,2.00,66.44
13508,2498,46,6.00,170.17
13509,2498,200,4.00,42.11
13510,2498,186,5.00,33.39
13511,2498,136,10.00,17.95
13512,2498,108,10.00,128.36
13513,2498,28,9.00,118.54
13514,2498,160,5.00,144.77
13515,2498,171,10.00,83.11
13516,2498,13,6.00,62.36
13517,2499,85,9.00,111.09
13518,2500,60,8.00,86.26
13519,2500,19,1.00,109.84
13520,2500,25,4.00,50.94
13521,2500,96,3.00,23.96
13522,2500,200,2.00,42.11
13523,2500,131,9.00,141.91
13524,2500,78,4.00,113.51
13525,2500,106,7.00,17.25
13526,2500,101,7.00,120.64
13527,2501,181,6.00,132.60
13528,2502,120,2.00,27.57
13529,2502,175,10.00,39.77
13530,2502,37,1.00,77.22
13531,2502,132,2.00,70.90
13532,2502,165,7.00,29.37
13533,2502,141,7.00,36.25
13534,2502,198,1.00,18.04
13535,2502,78,8.00,113.51
13536,2502,107,5.00,140.95
13537,2502,130,9.00,82.53
13538,2503,66,3.00,88.37
13539,2503,71,10.00,51.00
13540,2504,41,4.00,75.31
13541,2504,19,5.00,109.84
13542,2504,179,2.00,67.33
13543,2504,21,1.00,153.55
13544,2504,196,8.00,108.34
13545,2504,123,10.00,80.89
13546,2504,167,4.00,102.76
13547,2504,59,4.00,34.40
13548,2504,18,3.00,109.86
13549,2505,3,1.00,95.53
13550,2506,139,4.00,33.06
13551,2507,118,8.00,88.30
13552,2507,183,4.00,88.05
13553,2507,10,2.00,75.54
13554,2507,139,10.00,33.06
13555,2507,143,7.00,19.36
13556,2507,66,6.00,88.37
13557,2507,157,3.00,139.76
13558,2507,189,10.00,106.63
13559,2508,67,5.00,65.55
13560,2509,136,2.00,17.95
13561,2510,141,8.00,36.25
13562,2510,172,9.00,124.10
13563,2510,186,10.00,33.39
13564,2510,190,10.00,176.93
13565,2510,134,7.00,73.35
13566,2510,25,8.00,50.94
13567,2511,149,6.00,21.84
13568,2511,120,4.00,27.57
13569,2511,142,7.00,82.31
13570,2511,4,3.00,166.69
13571,2511,5,5.00,116.79
13572,2511,46,8.00,170.17
13573,2511,27,4.00,52.77
13574,2511,90,2.00,45.99
13575,2512,187,8.00,97.73
13576,2512,18,1.00,109.86
13577,2512,42,8.00,132.84
13578,2512,43,8.00,140.33
13579,2512,38,7.00,107.79
13580,2512,128,3.00,120.44
13581,2512,85,4.00,111.09
13582,2512,57,5.00,17.10
13583,2512,116,5.00,114.40
13584,2512,78,7.00,113.51
13585,2513,11,1.00,132.19
13586,2513,57,2.00,17.10
13587,2513,167,8.00,102.76
13588,2513,69,4.00,144.63
13589,2513,195,7.00,32.07
13590,2513,88,2.00,131.78
13591,2513,108,2.00,128.36
13592,2513,51,8.00,109.57
13593,2514,14,7.00,14.07
13594,2514,5,2.00,116.79
13595,2514,161,5.00,91.68
13596,2514,5,7.00,116.79
13597,2514,41,1.00,75.31
13598,2514,131,2.00,141.91
13599,2515,119,10.00,82.28
13600,2515,1,2.00,59.67
13601,2515,140,1.00,160.58
13602,2515,41,9.00,75.31
13603,2515,115,4.00,18.18
13604,2515,22,5.00,43.36
13605,2515,175,1.00,39.77
13606,2516,32,5.00,81.69
13607,2516,111,6.00,77.61
13608,2516,17,8.00,35.86
13609,2516,116,6.00,114.40
13610,2516,40,3.00,14.12
13611,2517,191,5.00,30.62
13612,2517,64,3.00,46.97
13613,2517,96,6.00,23.96
13614,2517,47,6.00,92.50
13615,2517,24,9.00,169.69
13616,2518,51,2.00,109.57
13617,2518,15,9.00,42.70
13618,2518,16,9.00,108.18
13619,2518,165,7.00,29.37
13620,2519,90,7.00,45.99
13621,2519,186,7.00,33.39
13622,2519,109,8.00,31.42
13623,2519,6,10.00,158.61
13624,2519,127,4.00,106.10
13625,2519,159,10.00,99.26
13626,2519,61,8.00,62.49
13627,2519,136,3.00,17.95
13628,2519,27,10.00,52.77
13629,2520,102,7.00,143.32
13630,2520,191,7.00,30.62
13631,2520,107,7.00,140.95
13632,2520,115,10.00,18.18
13633,2520,17,6.00,35.86
13634,2520,89,6.00,149.08
13635,2520,132,5.00,70.90
13636,2520,94,9.00,71.73
13637,2520,196,3.00,108.34
13638,2520,67,10.00,65.55
13639,2521,132,5.00,70.90
13640,2521,91,8.00,30.96
13641,2521,127,8.00,106.10
13642,2521,1,7.00,59.67
13643,2521,58,5.00,170.49
13644,2521,102,2.00,143.32
13645,2521,13,10.00,62.36
13646,2522,168,1.00,183.04
13647,2522,178,3.00,130.29
13648,2522,70,2.00,170.91
13649,2522,120,7.00,27.57
13650,2523,16,8.00,108.18
13651,2523,74,7.00,155.78
13652,2523,52,3.00,126.99
13653,2523,116,1.00,114.40
13654,2523,141,3.00,36.25
13655,2523,34,1.00,120.11
13656,2523,161,9.00,91.68
13657,2523,150,3.00,82.67
13658,2523,5,4.00,116.79
13659,2524,16,1.00,108.18
13660,2524,26,5.00,57.85
13661,2525,31,6.00,95.56
13662,2526,120,6.00,27.57
13663,2526,186,1.00,33.39
13664,2527,10,8.00,75.54
13665,2527,75,8.00,70.30
13666,2527,134,1.00,73.35
13667,2527,70,6.00,170.91
13668,2527,120,5.00,27.57
13669,2527,45,10.00,104.12
13670,2528,191,2.00,30.62
13671,2528,9,7.00,78.00
13672,2528,43,1.00,140.33
13673,2528,125,10.00,108.94
13674,2528,193,10.00,44.06
13675,2528,142,8.00,82.31
13676,2529,82,2.00,74.55
13677,2529,128,7.00,120.44
13678,2529,87,2.00,70.27
13679,2529,99,10.00,40.93
13680,2529,94,4.00,71.73
13681,2529,92,2.00,95.54
13682,2529,89,8.00,149.08
13683,2530,92,7.00,95.54
13684,2530,152,10.00,103.32
13685,2530,52,6.00,126.99
13686,2531,57,2.00,17.10
13687,2532,161,2.00,91.68
13688,2532,47,8.00,92.50
13689,2532,38,7.00,107.79
13690,2533,11,3.00,132.19
13691,2533,55,5.00,104.34
13692,2533,132,9.00,70.90
13693,2533,7,8.00,60.61
