id_pagamento,id_pedido,valor,metodo_pagamento,data_pagamento,status_pagamento
2610,2610,1838.45,Dinheiro,2024-06-26 21:20:31,Aprovado
2611,2611,1787.20,Dinheiro,2024-07-11 02:00:24,Aprovado
2612,2612,2448.18,PIX,2024-12-12 13:37:58,Aprovado
2613,2613,2614.09,PIX,2024-06-15 09:33:24,Aprovado
2614,2614,2534.08,Cartão de Débito,2024-09-21 13:11:54,Aprovado
2615,2615,2574.59,Cartão de Crédito,2025-02-14 09:21:43,Aprovado
2616,2616,5842.31,Cartão de Crédito,2024-02-02 02:05:04,Aprovado
2617,2617,2853.65,Cartão de Débito,2024-12-31 20:03:07,Aprovado
2618,2618,6279.20,Cartão de Débito,2025-02-10 11:06:51,Aprovado
2619,2619,4219.19,Dinheiro,2024-10-05 22:07:32,Pendente
2620,2620,2425.76,PIX,2024-05-13 11:03:03,Pendente
2621,2621,973.32,Dinheiro,2025-05-29 00:43:06,Aprovado
2622,2622,4254.65,Cartão de Crédito,2024-10-07 00:37:31,Aprovado
2623,2623,592.08,Dinheiro,2025-03-04 01:34:57,Aprovado
2624,2624,3176.54,Boleto,2025-02-23 15:24:07,Aprovado
2625,2625,184.60,Boleto,2025-01-07 07:57:27,Pendente
2626,2626,5640.14,Cartão de Débito,2024-11-23 09:55:17,Aprovado
2627,2627,4684.99,Cartão de Crédito,2024-11-09 16:16:48,Aprovado
2628,2628,702.30,Dinheiro,2024-08-17 13:14:03,Aprovado
2629,2629,4437.60,Cartão de Débito,2024-05-05 15:48:49,Aprovado
2630,2630,3333.55,Cartão de Crédito,2024-03-07 21:58:39,Aprovado
2631,2631,5220.35,Cartão de Crédito,2025-01-07 11:39:27,Pendente
2632,2632,132.24,PIX,2024-09-11 02:03:26,Aprovado
2633,2633,4196.80,Dinheiro,2024-01-17 02:07:41,Aprovado
2634,2634,5101.05,Cartão de Débito,2025-01-25 04:35:23,Aprovado
2635,2635,3570.70,PIX,2025-01-06 02:03:40,Aprovado
2636,2636,2303.49,Dinheiro,2024-01-13 17:22:28,Aprovado
2637,2637,781.60,Cartão de Crédito,2024-06-28 16:03:51,Aprovado
2638,2638,5400.18,PIX,2024-05-31 13:12:56,Aprovado
2639,2639,2538.49,Dinheiro,2024-07-19 12:08:44,Aprovado
2640,2640,3371.68,PIX,2024-06-30 02:26:44,Aprovado
2641,2641,152.88,Boleto,2024-03-11 07:57:10,Aprovado
2642,2642,1537.84,Cartão de Débito,2024-12-08 01:13:19,Aprovado
2643,2643,4806.76,Dinheiro,2024-01-07 17:40:01,Aprovado
2644,2644,3732.49,Dinheiro,2024-08-29 22:39:40,Aprovado
2645,2645,140.33,Boleto,2025-04-29 07:32:07,Aprovado
2646,2646,3644.28,PIX,2025-05-12 18:40:19,Aprovado
2647,2647,3683.19,Cartão de Crédito,2024-01-04 23:12:39,Aprovado
2648,2648,4670.67,PIX,2025-02-16 13:49:46,Recusado
2649,2649,2108.03,Boleto,2024-02-21 20:56:26,Aprovado
2650,2650,503.85,PIX,2024-10-09 17:47:27,Aprovado
2651,2651,1015.38,Cartão de Crédito,2024-04-23 11:03:12,Aprovado
2652,2652,3315.82,Dinheiro,2025-02-05 19:35:24,Aprovado
2653,2653,2724.79,Boleto,2024-04-14 15:53:30,Aprovado
2654,2654,2623.85,Boleto,2024-03-15 00:30:46,Aprovado
2655,2655,4080.58,Cartão de Débito,2025-05-12 10:00:55,Aprovado
2656,2656,3167.77,PIX,2024-12-14 21:00:53,Aprovado
2657,2657,4680.79,Cartão de Débito,2024-05-29 08:56:59,Aprovado
2658,2658,456.52,Cartão de Débito,2024-02-24 11:00:27,Aprovado
2659,2659,1262.40,Cartão de Crédito,2025-05-12 09:21:34,Aprovado
2660,2660,4980.15,Cartão de Crédito,2025-01-27 10:54:04,Aprovado
2661,2661,1962.41,Cartão de Crédito,2025-05-16 19:10:31,Aprovado
2662,2662,853.99,Cartão de Débito,2024-05-11 06:27:19,Aprovado
2663,2663,4688.37,Boleto,2024-11-13 22:21:33,Aprovado
2664,2664,1785.32,Cartão de Crédito,2024-04-19 22:48:18,Aprovado
2665,2665,59.03,Dinheiro,2024-02-21 05:40:12,Aprovado
2666,2666,1025.46,PIX,2024-06-08 21:15:50,Aprovado
2667,2667,2680.74,PIX,2025-03-18 18:06:19,Aprovado
2668,2668,1497.92,PIX,2025-05-29 23:28:04,Aprovado
2669,2669,4933.87,Dinheiro,2024-01-12 22:25:08,Pendente
2670,2670,3855.57,Cartão de Crédito,2025-05-13 06:09:15,Aprovado
2671,2671,3243.09,Boleto,2025-03-04 13:17:29,Aprovado
2672,2672,3044.49,Dinheiro,2024-05-05 04:55:43,Pendente
2673,2673,2235.38,PIX,2025-04-20 23:30:48,Recusado
2674,2674,3173.08,Dinheiro,2024-03-19 03:04:03,Aprovado
2675,2675,2742.57,Dinheiro,2024-02-18 13:33:32,Aprovado
2676,2676,983.35,Cartão de Débito,2024-12-28 06:27:04,Aprovado
2677,2677,2934.76,Dinheiro,2024-01-03 20:38:59,Aprovado
2678,2678,1666.90,Cartão de Crédito,2025-01-23 12:53:12,Aprovado
2679,2679,3296.04,PIX,2024-05-05 09:15:14,Aprovado
2680,2680,5330.86,Dinheiro,2024-02-29 20:32:36,Aprovado
2681,2681,874.80,Cartão de Débito,2024-02-23 01:57:14,Aprovado
2682,2682,3323.68,PIX,2025-03-26 15:06:12,Aprovado
2683,2683,1095.68,Dinheiro,2025-03-28 01:41:12,Aprovado
2684,2684,329.52,Boleto,2025-01-27 19:16:01,Aprovado
2685,2685,4512.77,Cartão de Débito,2025-03-27 00:34:14,Aprovado
2686,2686,1667.59,PIX,2024-10-05 19:56:37,Recusado
2687,2687,3673.23,Dinheiro,2024-09-19 05:31:20,Aprovado
2688,2688,2232.96,Boleto,2024-06-17 11:50:43,Aprovado
2689,2689,1232.07,Cartão de Débito,2025-04-30 03:26:13,Aprovado
2690,2690,2054.04,Boleto,2024-06-08 22:48:07,Aprovado
2691,2691,3855.36,PIX,2024-01-12 08:35:58,Aprovado
2692,2692,2361.05,Cartão de Débito,2025-01-12 15:43:58,Aprovado
2693,2693,631.15,Dinheiro,2024-08-20 23:28:20,Aprovado
2694,2694,1240.95,Cartão de Débito,2025-01-31 11:21:56,Aprovado
2695,2695,3710.63,PIX,2025-02-24 21:39:59,Aprovado
2696,2696,216.36,PIX,2024-03-05 20:24:22,Aprovado
2697,2697,982.54,PIX,2025-01-07 12:17:25,Aprovado
2698,2698,1170.27,PIX,2025-04-17 18:14:25,Aprovado
2699,2699,3570.57,Dinheiro,2024-08-15 18:24:39,Recusado
2700,2700,3493.35,Cartão de Débito,2024-04-08 12:02:07,Aprovado
2701,2701,2787.18,Cartão de Débito,2024-05-13 03:00:11,Aprovado
2702,2702,832.37,Cartão de Crédito,2025-01-13 00:32:59,Aprovado
2703,2703,1653.83,Boleto,2025-04-15 11:09:41,Pendente
2704,2704,1554.23,Cartão de Débito,2024-04-07 18:30:39,Aprovado
2705,2705,1079.04,Boleto,2025-01-13 15:14:33,Aprovado
2706,2706,6843.33,Boleto,2024-01-11 08:56:49,Aprovado
2707,2707,4028.49,Cartão de Crédito,2024-04-12 18:26:35,Recusado
2708,2708,2275.44,PIX,2024-04-01 09:35:33,Aprovado
2709,2709,4112.19,Cartão de Crédito,2025-02-16 07:08:56,Aprovado
2710,2710,260.60,PIX,2024-03-17 14:25:51,Pendente
2711,2711,2652.00,Boleto,2024-09-21 23:17:33,Recusado
2712,2712,6142.86,Cartão de Crédito,2025-03-10 18:04:41,Aprovado
2713,2713,3518.96,Dinheiro,2025-04-27 16:36:19,Aprovado
2714,2714,851.25,PIX,2025-04-11 11:56:41,Recusado
2715,2715,2138.37,Boleto,2024-02-04 09:42:42,Aprovado
2716,2716,3302.28,Cartão de Débito,2025-01-03 14:16:08,Aprovado
2717,2717,4807.29,Dinheiro,2025-01-08 15:35:27,Aprovado
2718,2718,3284.71,Cartão de Crédito,2024-05-27 11:00:19,Aprovado
2719,2719,1615.98,Cartão de Débito,2024-04-15 19:29:43,Aprovado
2720,2720,3043.22,Dinheiro,2025-02-07 08:15:09,Aprovado
2721,2721,1651.24,Cartão de Débito,2024-02-20 00:14:39,Pendente
2722,2722,573.36,Boleto,2024-07-26 11:34:53,Aprovado
2723,2723,1161.62,Dinheiro,2024-09-21 13:53:17,Aprovado
2724,2724,5342.87,Cartão de Débito,2025-02-10 08:49:31,Aprovado
2725,2725,2410.72,Dinheiro,2025-04-13 17:46:28,Aprovado
2726,2726,1963.41,PIX,2024-09-28 19:30:56,Aprovado
2727,2727,3890.42,Cartão de Débito,2024-11-16 18:18:50,Aprovado
2728,2728,1601.74,Cartão de Crédito,2024-06-09 23:31:34,Aprovado
2729,2729,3658.72,Cartão de Débito,2024-09-01 18:51:35,Aprovado
2730,2730,2714.25,Cartão de Débito,2024-05-30 18:19:36,Aprovado
2731,2731,393.60,PIX,2024-12-05 23:25:30,Pendente
2732,2732,157.10,Boleto,2025-05-10 13:57:33,Aprovado
2733,2733,1645.63,Boleto,2024-01-01 09:35:20,Aprovado
2734,2734,2704.71,Cartão de Débito,2024-12-19 05:13:09,Recusado
2735,2735,1822.42,Boleto,2025-05-01 10:46:10,Aprovado
2736,2736,3395.47,Cartão de Crédito,2024-07-21 16:02:28,Aprovado
2737,2737,3840.85,Cartão de Débito,2025-03-06 14:45:42,Aprovado
2738,2738,2382.29,PIX,2024-01-16 17:40:59,Recusado
2739,2739,4454.59,Boleto,2025-01-25 04:28:10,Aprovado
2740,2740,1143.60,Cartão de Crédito,2024-09-05 23:02:02,Recusado
2741,2741,442.80,Cartão de Débito,2024-11-13 01:13:00,Aprovado
2742,2742,1872.70,PIX,2024-05-10 06:52:17,Recusado
2743,2743,239.76,PIX,2024-07-30 21:56:04,Recusado
2744,2744,4050.55,Cartão de Crédito,2025-03-17 00:05:52,Aprovado
2745,2745,1488.67,PIX,2025-01-12 13:11:35,Aprovado
2746,2746,292.62,Dinheiro,2025-05-14 07:18:52,Aprovado
2747,2747,2240.79,Dinheiro,2024-10-20 22:11:34,Aprovado
2748,2748,2124.67,Cartão de Débito,2025-01-20 08:59:24,Aprovado
2749,2749,264.15,PIX,2024-09-24 04:00:00,Aprovado
2750,2750,4974.67,Dinheiro,2025-03-05 20:58:37,Aprovado
2751,2751,2982.26,Boleto,2024-01-04 15:29:07,Aprovado
2752,2752,2934.94,Cartão de Crédito,2025-05-10 11:05:21,Recusado
2753,2753,2239.95,Dinheiro,2024-11-08 21:49:41,Pendente
2754,2754,2326.50,Boleto,2025-01-07 18:52:53,Aprovado
2755,2755,4887.17,Dinheiro,2024-08-15 05:26:23,Recusado
2756,2756,3437.81,Cartão de Débito,2024-11-01 15:04:44,Aprovado
2757,2757,1083.79,Boleto,2024-01-15 20:16:05,Aprovado
2758,2758,4739.39,PIX,2024-07-20 15:21:33,Aprovado
2759,2759,3140.66,Dinheiro,2024-02-01 08:29:57,Aprovado
2760,2760,3044.69,Cartão de Crédito,2024-01-14 19:27:40,Aprovado
2761,2761,3363.49,PIX,2024-05-09 16:53:01,Aprovado
2762,2762,4328.34,Cartão de Débito,2025-04-06 20:51:32,Aprovado
2763,2763,5434.71,PIX,2025-03-31 23:26:25,Aprovado
2764,2764,1065.77,Dinheiro,2025-01-24 01:29:33,Aprovado
2765,2765,1344.30,Cartão de Débito,2024-12-05 07:11:16,Aprovado
2766,2766,1635.38,Cartão de Débito,2025-05-19 11:58:04,Aprovado
2767,2767,1336.31,Cartão de Crédito,2025-02-03 15:36:45,Aprovado
2768,2768,146.31,Boleto,2024-06-20 02:31:00,Aprovado
2769,2769,1292.17,Cartão de Crédito,2025-01-30 20:13:06,Aprovado
2770,2770,1147.66,Dinheiro,2024-04-20 00:00:52,Aprovado
2771,2771,3257.25,Dinheiro,2025-03-15 19:00:11,Aprovado
2772,2772,97.30,PIX,2025-02-03 13:15:10,Aprovado
2773,2773,3049.68,Cartão de Débito,2025-04-05 19:48:29,Aprovado
2774,2774,4034.59,Dinheiro,2024-10-27 02:58:55,Aprovado
2775,2775,6087.52,Dinheiro,2024-01-19 13:04:32,Aprovado
2776,2776,4608.18,Cartão de Crédito,2024-08-22 07:36:06,Aprovado
2777,2777,3481.12,Cartão de Crédito,2024-11-01 01:56:15,Aprovado
2778,2778,684.98,Dinheiro,2025-04-22 10:35:38,Aprovado
2779,2779,235.35,Dinheiro,2024-06-08 01:30:14,Aprovado
2780,2780,2534.86,Dinheiro,2025-05-06 03:36:43,Aprovado
2781,2781,4799.54,Cartão de Débito,2025-01-19 05:14:03,Aprovado
2782,2782,2560.92,Dinheiro,2025-01-08 07:55:20,Aprovado
2783,2783,4689.56,Cartão de Crédito,2025-03-14 10:07:35,Recusado
2784,2784,2857.12,Cartão de Débito,2024-04-04 06:38:27,Recusado
2785,2785,2818.67,Dinheiro,2024-07-13 14:39:50,Aprovado
2786,2786,781.84,Boleto,2024-09-04 16:34:38,Aprovado
2787,2787,2008.92,Cartão de Débito,2024-08-30 14:46:23,Aprovado
2788,2788,450.80,Cartão de Débito,2024-07-21 12:21:42,Aprovado
2789,2789,1258.71,PIX,2025-04-29 11:08:22,Recusado
2790,2790,2491.95,PIX,2025-05-14 23:00:25,Aprovado
2791,2791,244.93,Dinheiro,2024-12-12 21:18:40,Aprovado
2792,2792,3169.30,PIX,2024-01-22 08:38:19,Aprovado
2793,2793,5845.91,Cartão de Crédito,2024-02-09 06:40:05,Aprovado
2794,2794,3103.08,Boleto,2024-05-20 02:54:41,Aprovado
2795,2795,3532.09,Boleto,2024-02-11 17:47:46,Aprovado
2796,2796,1454.73,Cartão de Crédito,2024-12-21 14:44:49,Aprovado
2797,2797,4605.37,Dinheiro,2024-05-26 16:54:54,Recusado
2798,2798,2885.62,Cartão de Débito,2024-12-23 10:52:57,Recusado
2799,2799,2043.73,Dinheiro,2025-01-03 10:45:08,Aprovado
2800,2800,4284.25,Cartão de Crédito,2025-04-22 14:32:24,Aprovado
2801,2801,352.00,Cartão de Crédito,2024-01-20 09:10:31,Aprovado
2802,2802,1765.86,Dinheiro,2025-01-23 02:25:28,Recusado
2803,2803,4380.05,Dinheiro,2025-03-25 04:52:27,Pendente
2804,2804,911.00,Boleto,2024-05-19 01:23:41,Aprovado
2805,2805,321.21,PIX,2025-05-12 21:53:26,Aprovado
2806,2806,3434.45,PIX,2025-03-14 06:57:09,Pendente
2807,2807,1599.09,Dinheiro,2024-10-30 06:54:06,Aprovado
2808,2808,1125.26,Dinheiro,2024-03-13 01:07:37,Aprovado
2809,2809,1917.79,PIX,2025-03-16 01:53:31,Aprovado
2810,2810,5882.89,PIX,2025-04-04 21:21:20,Aprovado
2811,2811,3628.55,Cartão de Débito,2024-10-18 05:06:53,Aprovado
2812,2812,2261.08,Cartão de Débito,2025-04-29 07:23:19,Aprovado
2813,2813,3735.73,Boleto,2024-08-18 06:58:27,Aprovado
2814,2814,2799.72,Dinheiro,2024-03-14 11:49:59,Aprovado
2815,2815,707.13,Cartão de Crédito,2024-09-13 12:52:05,Aprovado
2816,2816,3160.59,Boleto,2024-06-18 16:40:37,Aprovado
2817,2817,6104.58,Cartão de Débito,2024-02-29 16:52:20,Aprovado
2818,2818,6828.72,Cartão de Débito,2025-05-19 02:14:14,Aprovado
2819,2819,4763.02,Boleto,2024-10-11 16:37:12,Aprovado
2820,2820,5332.89,Cartão de Crédito,2024-05-13 12:21:25,Aprovado
2821,2821,2070.00,PIX,2024-05-21 22:14:46,Aprovado
2822,2822,892.98,Cartão de Débito,2024-02-12 04:36:48,Aprovado
2823,2823,3125.10,Cartão de Crédito,2024-07-16 00:53:17,Aprovado
2824,2824,5394.25,Cartão de Crédito,2024-06-13 06:07:14,Aprovado
2825,2825,6041.46,Cartão de Crédito,2024-05-31 03:28:05,Pendente
2826,2826,167.79,Cartão de Débito,2024-01-17 06:23:21,Recusado
2827,2827,852.75,Dinheiro,2024-01-24 06:05:24,Aprovado
2828,2828,1328.66,Boleto,2024-03-09 15:34:25,Aprovado
2829,2829,1338.78,PIX,2025-02-24 00:19:25,Recusado
2830,2830,1737.20,Cartão de Crédito,2024-10-25 04:47:11,Aprovado
2831,2831,2602.89,Boleto,2025-01-06 06:59:22,Aprovado
2832,2832,152.20,Boleto,2024-12-14 19:13:52,Aprovado
2833,2833,3924.38,Cartão de Débito,2024-09-11 15:34:10,Aprovado
2834,2834,1688.65,Boleto,2024-09-06 11:24:28,Aprovado
2835,2835,4965.29,Cartão de Crédito,2025-05-08 22:21:07,Aprovado
2836,2836,1964.33,Cartão de Crédito,2024-01-13 11:42:31,Aprovado
2837,2837,3043.68,Boleto,2025-04-05 17:15:38,Pendente
2838,2838,495.81,Cartão de Débito,2025-05-17 19:26:51,Aprovado
2839,2839,2164.92,Cartão de Débito,2025-04-20 14:45:13,Recusado
2840,2840,3215.33,Cartão de Crédito,2025-01-12 22:46:50,Recusado
2841,2841,2078.47,Boleto,2025-03-03 02:39:35,Aprovado
2842,2842,6061.40,Cartão de Débito,2025-03-10 23:24:39,Aprovado
2843,2843,3776.78,Cartão de Crédito,2024-03-07 18:48:51,Aprovado
2844,2844,2219.62,PIX,2025-04-18 08:34:00,Aprovado
2845,2845,3839.46,Boleto,2024-03-15 20:04:06,Aprovado
2846,2846,2201.51,Cartão de Débito,2025-02-14 16:29:03,Recusado
2847,2847,531.27,PIX,2025-02-24 07:18:02,Recusado
2848,2848,3814.43,Dinheiro,2025-04-16 03:15:13,Aprovado
2849,2849,534.19,Cartão de Débito,2024-01-09 08:45:19,Pendente
2850,2850,576.28,PIX,2024-02-06 23:00:29,Aprovado
2851,2851,5520.07,Dinheiro,2025-04-12 03:44:01,Aprovado
2852,2852,3475.83,Boleto,2024-10-11 03:11:55,Aprovado
2853,2853,1894.25,Dinheiro,2025-05-24 14:39:47,Aprovado
2854,2854,1988.51,Boleto,2024-03-09 00:06:19,Aprovado
2855,2855,1971.20,Boleto,2025-03-18 11:10:54,Aprovado
2856,2856,3738.90,Dinheiro,2024-06-18 17:13:37,Aprovado
2857,2857,537.18,Boleto,2025-02-03 14:08:24,Aprovado
2858,2858,4656.42,Boleto,2024-09-27 22:21:19,Aprovado
2859,2859,363.35,PIX,2024-06-12 22:46:49,Aprovado
2860,2860,2418.85,Dinheiro,2024-06-29 04:47:45,Aprovado
2861,2861,275.73,Cartão de Crédito,2024-05-12 15:00:57,Aprovado
2862,2862,6071.60,PIX,2024-12-08 01:53:18,Aprovado
2863,2863,1108.15,Cartão de Crédito,2024-07-06 12:34:36,Recusado
2864,2864,6367.25,PIX,2024-05-16 14:35:56,Aprovado
2865,2865,1123.06,PIX,2024-06-23 10:52:27,Aprovado
2866,2866,1006.40,Boleto,2024-01-26 03:59:27,Aprovado
2867,2867,3313.28,Dinheiro,2024-07-18 22:16:21,Aprovado
2868,2868,4606.49,Boleto,2024-06-07 09:03:37,Aprovado
2869,2869,2112.19,Cartão de Crédito,2025-05-20 07:56:15,Aprovado
2870,2870,2571.29,Boleto,2025-05-25 21:29:58,Aprovado
2871,2871,6384.69,PIX,2024-02-01 20:31:28,Aprovado
2872,2872,569.53,PIX,2025-05-27 05:21:22,Pendente
2873,2873,1162.70,Boleto,2024-03-17 05:36:06,Recusado
2874,2874,6647.08,Dinheiro,2025-02-08 00:20:28,Aprovado
2875,2875,3603.60,PIX,2024-05-11 11:18:58,Aprovado
2876,2876,2428.14,Cartão de Débito,2024-10-11 09:07:13,Aprovado
2877,2877,1073.60,Boleto,2024-09-06 14:37:10,Aprovado
2878,2878,840.77,Dinheiro,2024-12-23 07:02:00,Aprovado
2879,2879,3618.81,Dinheiro,2024-03-22 11:06:16,Aprovado
2880,2880,1608.35,Cartão de Débito,2025-03-29 07:24:40,Recusado
2881,2881,3318.00,Cartão de Débito,2024-03-28 11:43:38,Aprovado
2882,2882,3206.32,PIX,2024-08-05 02:47:54,Aprovado
2883,2883,1108.35,Dinheiro,2024-12-27 09:37:43,Aprovado
2884,2884,2012.33,Cartão de Crédito,2024-01-06 12:48:57,Aprovado
2885,2885,5195.30,Dinheiro,2025-05-22 08:02:24,Aprovado
2886,2886,465.66,Cartão de Crédito,2024-05-26 01:53:59,Aprovado
2887,2887,4460.07,Dinheiro,2024-03-09 16:14:53,Aprovado
2888,2888,2181.37,Cartão de Crédito,2025-03-05 22:21:27,Recusado
2889,2889,2608.88,Boleto,2025-05-11 12:10:42,Aprovado
2890,2890,1566.82,PIX,2024-04-01 22:54:49,Aprovado
2891,2891,2430.35,PIX,2024-02-26 04:34:09,Aprovado
2892,2892,4162.48,Cartão de Crédito,2024-07-30 07:40:54,Aprovado
2893,2893,2274.72,PIX,2024-12-03 01:52:26,Aprovado
2894,2894,546.46,Cartão de Débito,2025-03-21 00:54:07,Aprovado
2895,2895,2445.20,Dinheiro,2025-01-29 18:56:46,Aprovado
2896,2896,1252.59,Cartão de Crédito,2025-05-29 11:53:12,Aprovado
2897,2897,2906.18,Cartão de Débito,2025-04-14 22:49:57,Aprovado
2898,2898,147.60,Dinheiro,2024-06-24 09:51:02,Recusado
2899,2899,614.20,Cartão de Débito,2024-02-08 22:19:04,Aprovado
2900,2900,3018.37,Boleto,2025-03-29 20:15:44,Aprovado
2901,2901,1851.12,Dinheiro,2024-04-08 20:39:48,Recusado
2902,2902,5049.26,Dinheiro,2024-10-22 14:10:14,Aprovado
2903,2903,2290.74,Cartão de Crédito,2024-05-20 04:24:53,Aprovado
2904,2904,1468.30,Cartão de Débito,2024-01-06 15:16:18,Recusado
2905,2905,1192.72,PIX,2024-08-04 23:25:36,Aprovado
2906,2906,3733.54,PIX,2024-09-14 08:55:09,Recusado
2907,2907,1866.95,Cartão de Crédito,2024-09-29 12:11:20,Aprovado
2908,2908,4031.34,Cartão de Débito,2024-08-08 12:11:44,Aprovado
2909,2909,2957.07,Cartão de Débito,2025-03-22 05:15:46,Aprovado
2910,2910,3383.31,Dinheiro,2024-08-01 11:14:33,Aprovado
2911,2911,2609.38,Dinheiro,2024-10-06 10:02:59,Aprovado
2912,2912,971.14,Cartão de Crédito,2025-01-09 23:47:54,Pendente
2913,2913,4167.21,Dinheiro,2024-01-01 07:47:55,Aprovado
2914,2914,964.00,Cartão de Débito,2024-09-25 02:57:31,Aprovado
2915,2915,2986.75,Dinheiro,2024-01-11 08:14:50,Aprovado
2916,2916,2711.49,PIX,2024-08-09 06:34:23,Aprovado
2917,2917,4119.95,Boleto,2024-11-20 07:27:09,Aprovado
2918,2918,3732.71,PIX,2025-04-16 21:09:02,Aprovado
2919,2919,3857.56,PIX,2024-02-05 09:52:32,Aprovado
2920,2920,4055.22,Dinheiro,2024-08-06 04:28:05,Pendente
2921,2921,6868.01,Cartão de Crédito,2024-05-28 17:31:46,Aprovado
2922,2922,5266.47,Cartão de Débito,2024-04-29 00:54:19,Aprovado
2923,2923,5166.51,PIX,2024-10-03 17:22:51,Aprovado
2924,2924,6343.76,PIX,2024-09-22 17:15:08,Aprovado
2925,2925,1044.72,Boleto,2025-04-13 07:46:25,Aprovado
2926,2926,2782.04,Dinheiro,2024-11-21 16:11:40,Aprovado
2927,2927,5808.31,PIX,2024-12-20 22:07:03,Aprovado
2928,2928,4583.01,Dinheiro,2024-05-26 14:31:13,Aprovado
2929,2929,2040.81,Dinheiro,2024-08-03 01:07:11,Pendente
2930,2930,4286.18,Boleto,2025-02-22 21:30:48,Aprovado
2931,2931,4894.71,Boleto,2024-10-01 06:44:43,Aprovado
2932,2932,6083.99,Boleto,2025-03-27 01:01:23,Aprovado
2933,2933,1275.87,Boleto,2024-05-26 07:35:38,Aprovado
2934,2934,3004.73,Cartão de Crédito,2024-07-12 19:48:29,Aprovado
2935,2935,434.53,PIX,2025-01-03 05:02:05,Pendente
2936,2936,2066.17,PIX,2024-09-09 15:35:29,Aprovado
2937,2937,888.16,Cartão de Débito,2024-03-13 20:39:23,Aprovado
2938,2938,658.24,Cartão de Crédito,2024-05-14 15:38:40,Aprovado
2939,2939,5030.04,Dinheiro,2025-02-23 21:40:53,Aprovado
2940,2940,342.20,PIX,2024-08-05 01:15:34,Recusado
2941,2941,1488.69,Cartão de Crédito,2025-04-24 06:49:14,Aprovado
2942,2942,808.79,Dinheiro,2024-01-15 06:28:33,Aprovado
2943,2943,2619.21,Boleto,2024-04-03 18:26:01,Aprovado
2944,2944,829.80,Cartão de Crédito,2025-02-21 06:48:05,Aprovado
2945,2945,1432.92,Boleto,2024-12-11 01:23:25,Recusado
2946,2946,3069.22,Dinheiro,2024-04-05 02:10:10,Aprovado
2947,2947,3039.01,Dinheiro,2025-04-21 00:27:00,Recusado
2948,2948,2230.18,Cartão de Crédito,2024-06-17 18:33:08,Aprovado
2949,2949,3867.25,Cartão de Débito,2024-10-05 18:24:00,Aprovado
2950,2950,2993.40,Cartão de Crédito,2024-04-11 00:07:32,Aprovado
2951,2951,361.00,PIX,2025-04-03 18:06:21,Aprovado
2952,2952,507.54,Boleto,2025-05-20 16:45:11,Aprovado
2953,2953,106.10,Dinheiro,2024-04-17 13:28:11,Aprovado
2954,2954,1140.94,Dinheiro,2024-08-03 22:29:20,Aprovado
2955,2955,5976.23,Cartão de Débito,2024-10-31 11:55:40,Aprovado
2956,2956,845.68,Cartão de Débito,2024-06-26 00:34:22,Aprovado
2957,2957,5204.24,Boleto,2024-01-01 02:47:32,Aprovado
2958,2958,3793.76,PIX,2024-07-15 12:11:17,Pendente
2959,2959,1110.90,Cartão de Crédito,2025-05-07 07:44:16,Aprovado
2960,2960,3852.86,PIX,2024-07-29 17:07:54,Aprovado
2961,2961,4152.29,Dinheiro,2025-03-06 01:14:40,Recusado
2962,2962,4035.08,Boleto,2025-01-20 10:03:30,Aprovado
2963,2963,5304.77,Boleto,2024-03-29 10:41:15,Recusado
2964,2964,2254.30,Boleto,2024-07-17 18:42:12,Aprovado
2965,2965,519.52,Boleto,2024-07-21 08:09:01,Aprovado
2966,2966,4270.44,Boleto,2024-04-13 07:25:14,Aprovado
2967,2967,1075.50,Dinheiro,2025-03-01 13:21:55,Pendente
2968,2968,1973.70,PIX,2024-05-14 17:14:50,Aprovado
2969,2969,2454.42,Boleto,2024-04-10 06:35:01,Aprovado
2970,2970,2303.67,Dinheiro,2024-01-03 15:18:54,Pendente
2971,2971,1608.95,Cartão de Débito,2024-12-05 16:51:39,Aprovado
2972,2972,3977.91,Cartão de Crédito,2024-01-22 23:42:04,Aprovado
2973,2973,1115.82,Cartão de Débito,2025-02-23 04:05:54,Aprovado
2974,2974,4833.92,Boleto,2025-03-29 14:52:15,Recusado
2975,2975,2166.22,Cartão de Débito,2025-04-24 00:10:11,Aprovado
2976,2976,5821.28,Boleto,2024-07-15 16:41:45,Aprovado
2977,2977,2068.57,Boleto,2025-03-28 16:04:25,Aprovado
2978,2978,877.22,PIX,2024-06-05 06:23:31,Aprovado
2979,2979,3362.34,Boleto,2025-05-11 15:33:20,Aprovado
2980,2980,1946.00,Boleto,2025-03-15 19:12:18,Aprovado
2981,2981,946.23,Boleto,2024-08-28 23:31:42,Aprovado
2982,2982,2022.32,Boleto,2024-06-15 16:45:44,Aprovado
2983,2983,1744.18,Dinheiro,2024-12-28 08:28:25,Recusado
2984,2984,2421.93,PIX,2024-07-12 20:02:10,Aprovado
2985,2985,2106.17,Cartão de Crédito,2024-03-22 05:33:22,Aprovado
2986,2986,4772.83,PIX,2025-03-14 07:24:24,Aprovado
2987,2987,2153.94,PIX,2024-10-28 19:57:11,Aprovado
2988,2988,6261.81,PIX,2024-05-21 07:04:21,Aprovado
2989,2989,2176.16,Dinheiro,2024-04-08 21:51:14,Aprovado
2990,2990,2256.13,Cartão de Crédito,2024-06-06 14:48:03,Recusado
2991,2991,5656.44,Cartão de Crédito,2024-07-31 01:28:01,Aprovado
