id_pedido,id_cliente,id_funcionario,id_endereco_entrega,data_pedido,valor_total,status_pedido
2732,146,3,146,2025-05-10 13:20:03,157.10,Entregue
2733,10,3,10,2024-01-01 09:11:52,1645.63,Entregue
2734,141,3,141,2024-12-19 04:48:59,2704.71,Cancelado
2735,150,4,150,2025-05-01 09:46:38,1822.42,Entregue
2736,23,4,23,2024-07-21 15:05:19,3395.47,Entregue
2737,49,4,49,2025-03-06 13:57:58,3840.85,Entregue
2738,130,5,130,2024-01-16 17:31:41,2382.29,Cancelado
2739,62,3,62,2025-01-25 04:22:27,4454.59,Entregue
2740,41,1,41,2024-09-05 22:36:36,1143.60,Cancelado
2741,109,2,109,2024-11-13 00:44:36,442.80,Entregue
2742,112,2,112,2024-05-10 06:39:56,1872.70,Cancelado
2743,99,4,99,2024-07-30 21:01:05,239.76,Cancelado
2744,39,3,39,2025-03-16 23:26:53,4050.55,Entregue
2745,133,3,133,2025-01-12 12:19:33,1488.67,Entregue
2746,116,2,116,2025-05-14 06:26:54,292.62,Entregue
2747,79,1,79,2024-10-20 21:39:02,2240.79,Entregue
2748,129,4,129,2025-01-20 08:03:22,2124.67,Entregue
2749,100,3,100,2024-09-24 03:43:14,264.15,Entregue
2750,7,2,7,2025-03-05 20:16:37,4974.67,Entregue
2751,86,4,86,2024-01-04 14:35:26,2982.26,Entregue
2752,85,1,85,2025-05-10 10:50:00,2934.94,Cancelado
2753,10,3,10,2024-11-08 21:14:13,2239.95,Aguardando Pagamento
2754,148,1,148,2025-01-07 18:14:47,2326.50,Entregue
2755,41,3,41,2024-08-15 05:23:33,4887.17,Cancelado
2756,105,2,105,2024-11-01 14:57:41,3437.81,Entregue
2757,60,4,60,2024-01-15 19:52:34,1083.79,Entregue
2758,146,4,146,2024-07-20 14:53:28,4739.39,Entregue
2759,131,5,131,2024-02-01 08:12:02,3140.66,Entregue
2760,4,2,4,2024-01-14 19:11:09,3044.69,Entregue
2761,119,1,119,2024-05-09 16:06:18,3363.49,Entregue
2762,39,5,39,2025-04-06 20:46:31,4328.34,Entregue
2763,83,3,83,2025-03-31 23:23:07,5434.71,Entregue
2764,11,1,11,2025-01-24 00:45:18,1065.77,Entregue
2765,128,1,128,2024-12-05 06:37:14,1344.30,Entregue
2766,127,3,127,2025-05-19 11:42:27,1635.38,Entregue
2767,60,1,60,2025-02-03 15:13:26,1336.31,Entregue
2768,131,1,131,2024-06-20 02:05:34,146.31,Entregue
2769,15,2,15,2025-01-30 20:10:20,1292.17,Entregue
2770,123,5,123,2024-04-19 23:52:20,1147.66,Entregue
2771,41,5,41,2025-03-15 18:38:43,3257.25,Entregue
2772,1,5,1,2025-02-03 13:10:09,97.30,Entregue
2773,97,5,97,2025-04-05 18:57:24,3049.68,Entregue
2774,71,4,71,2024-10-27 02:55:27,4034.59,Entregue
2775,88,4,88,2024-01-19 12:18:04,6087.52,Entregue
2776,144,3,144,2024-08-22 07:23:03,4608.18,Entregue
2777,102,4,102,2024-11-01 01:52:59,3481.12,Entregue
2778,19,3,19,2025-04-22 10:29:03,684.98,Entregue
2779,14,1,14,2024-06-08 01:14:57,235.35,Entregue
2780,94,2,94,2025-05-06 02:38:51,2534.86,Entregue
2781,125,2,125,2025-01-19 04:29:23,4799.54,Entregue
2782,88,4,88,2025-01-08 07:35:47,2560.92,Entregue
2783,26,5,26,2025-03-14 10:04:51,4689.56,Cancelado
2784,6,1,6,2024-04-04 06:15:21,2857.12,Cancelado
2785,2,5,2,2024-07-13 14:27:59,2818.67,Entregue
2786,51,1,51,2024-09-04 16:28:27,781.84,Entregue
2787,89,4,89,2024-08-30 14:11:24,2008.92,Entregue
2788,42,4,42,2024-07-21 11:59:50,450.80,Entregue
2789,146,4,146,2025-04-29 10:48:23,1258.71,Cancelado
2790,34,1,34,2025-05-14 22:23:04,2491.95,Entregue
2791,69,3,69,2024-12-12 21:13:36,244.93,Entregue
2792,91,4,91,2024-01-22 08:04:23,3169.30,Entregue
2793,66,3,66,2024-02-09 06:06:21,5845.91,Entregue
2794,80,5,80,2024-05-20 02:13:44,3103.08,Entregue
2795,50,4,50,2024-02-11 17:03:55,3532.09,Entregue
2796,128,1,128,2024-12-21 14:00:36,1454.73,Entregue
2797,44,2,44,2024-05-26 16:17:42,4605.37,Cancelado
2798,28,1,28,2024-12-23 09:59:28,2885.62,Cancelado
2799,42,4,42,2025-01-03 09:55:31,2043.73,Entregue
2800,37,4,37,2025-04-22 14:05:32,4284.25,Entregue
2801,101,1,101,2024-01-20 08:27:29,352.00,Entregue
2802,31,5,31,2025-01-23 02:21:51,1765.86,Cancelado
2803,122,5,122,2025-03-25 04:38:18,4380.05,Aguardando Pagamento
2804,61,2,61,2024-05-19 01:03:20,911.00,Entregue
2805,117,5,117,2025-05-12 21:46:02,321.21,Entregue
2806,39,5,39,2025-03-14 06:02:55,3434.45,Aguardando Pagamento
2807,29,2,29,2024-10-30 06:39:03,1599.09,Entregue
2808,109,5,109,2024-03-13 00:52:56,1125.26,Entregue
2809,52,5,52,2025-03-16 01:13:45,1917.79,Entregue
2810,129,2,129,2025-04-04 21:00:29,5882.89,Entregue
2811,60,5,60,2024-10-18 04:39:44,3628.55,Entregue
2812,12,1,12,2025-04-29 06:53:21,2261.08,Entregue
2813,61,3,61,2024-08-18 06:00:01,3735.73,Entregue
2814,81,4,81,2024-03-14 11:16:20,2799.72,Entregue
2815,14,4,14,2024-09-13 12:07:12,707.13,Entregue
2816,86,4,86,2024-06-18 15:44:07,3160.59,Entregue
2817,132,3,132,2024-02-29 15:53:19,6104.58,Entregue
2818,128,2,128,2025-05-19 01:14:55,6828.72,Entregue
2819,119,5,119,2024-10-11 16:15:46,4763.02,Entregue
2820,87,4,87,2024-05-13 11:42:51,5332.89,Entregue
2821,95,2,95,2024-05-21 22:09:16,2070.00,Entregue
2822,140,2,140,2024-02-12 03:53:22,892.98,Entregue
2823,139,3,139,2024-07-15 23:57:52,3125.10,Entregue
2824,22,5,22,2024-06-13 05:45:38,5394.25,Entregue
2825,39,2,39,2024-05-31 03:09:52,6041.46,Aguardando Pagamento
2826,18,4,18,2024-01-17 06:21:40,167.79,Cancelado
2827,65,1,65,2024-01-24 05:36:10,852.75,Entregue
2828,126,4,126,2024-03-09 14:39:28,1328.66,Entregue
2829,100,3,100,2025-02-23 23:58:05,1338.78,Cancelado
2830,48,3,48,2024-10-25 04:17:23,1737.20,Entregue
2831,63,3,63,2025-01-06 06:08:12,2602.89,Entregue
2832,31,3,31,2024-12-14 19:13:24,152.20,Entregue
2833,100,2,100,2024-09-11 15:14:39,3924.38,Entregue
2834,3,1,3,2024-09-06 11:16:15,1688.65,Entregue
2835,62,4,62,2025-05-08 21:57:43,4965.29,Entregue
2836,81,3,81,2024-01-13 11:25:15,1964.33,Entregue
2837,132,3,132,2025-04-05 16:40:43,3043.68,Aguardando Pagamento
2838,80,5,80,2025-05-17 18:51:22,495.81,Entregue
2839,47,4,47,2025-04-20 14:36:20,2164.92,Cancelado
2840,137,1,137,2025-01-12 22:42:06,3215.33,Cancelado
2841,28,4,28,2025-03-03 02:16:05,2078.47,Entregue
2842,121,5,121,2025-03-10 22:26:42,6061.40,Entregue
2843,5,2,5,2024-03-07 18:19:25,3776.78,Entregue
2844,37,4,37,2025-04-18 08:17:51,2219.62,Entregue
2845,84,5,84,2024-03-15 19:54:01,3839.46,Entregue
2846,84,2,84,2025-02-14 16:28:12,2201.51,Cancelado
2847,62,1,62,2025-02-24 06:37:27,531.27,Cancelado
2848,103,2,103,2025-04-16 02:39:03,3814.43,Entregue
2849,62,2,62,2024-01-09 07:48:57,534.19,Aguardando Pagamento
2850,138,4,138,2024-02-06 22:27:36,576.28,Entregue
2851,76,5,76,2025-04-12 02:44:13,5520.07,Entregue
2852,38,2,38,2024-10-11 03:03:43,3475.83,Entregue
2853,69,5,69,2025-05-24 14:19:20,1894.25,Entregue
2854,132,2,132,2024-03-08 23:09:29,1988.51,Entregue
2855,56,5,56,2025-03-18 10:45:58,1971.20,Entregue
2856,25,3,25,2024-06-18 16:59:18,3738.90,Entregue
2857,51,5,51,2025-02-03 13:21:41,537.18,Entregue
2858,118,3,118,2024-09-27 21:45:38,4656.42,Entregue
2859,139,5,139,2024-06-12 22:02:37,363.35,Entregue
2860,58,4,58,2024-06-29 04:22:06,2418.85,Entregue
2861,101,1,101,2024-05-12 14:16:51,275.73,Entregue
2862,80,3,80,2024-12-08 01:06:44,6071.60,Entregue
2863,76,1,76,2024-07-06 12:31:57,1108.15,Cancelado
2864,20,3,20,2024-05-16 13:49:09,6367.25,Entregue
2865,55,3,55,2024-06-23 10:23:40,1123.06,Entregue
2866,16,1,16,2024-01-26 03:12:09,1006.40,Entregue
2867,84,3,84,2024-07-18 22:02:19,3313.28,Entregue
2868,67,3,67,2024-06-07 08:24:16,4606.49,Entregue
2869,40,2,40,2025-05-20 07:46:26,2112.19,Entregue
2870,119,3,119,2025-05-25 21:21:06,2571.29,Entregue
2871,77,1,77,2024-02-01 19:38:29,6384.69,Entregue
2872,98,3,98,2025-05-27 04:29:00,569.53,Aguardando Pagamento
2873,2,3,2,2024-03-17 05:18:43,1162.70,Cancelado
2874,56,5,56,2025-02-07 23:59:20,6647.08,Entregue
2875,31,5,31,2024-05-11 11:04:00,3603.60,Entregue
2876,78,5,78,2024-10-11 08:33:49,2428.14,Entregue
2877,143,1,143,2024-09-06 14:22:03,1073.60,Entregue
2878,17,5,17,2024-12-23 06:57:31,840.77,Entregue
2879,146,4,146,2024-03-22 10:17:13,3618.81,Entregue
2880,83,2,83,2025-03-29 06:26:52,1608.35,Cancelado
2881,12,3,12,2024-03-28 11:12:07,3318.00,Entregue
2882,3,3,3,2024-08-05 01:52:32,3206.32,Entregue
2883,127,3,127,2024-12-27 09:20:13,1108.35,Entregue
2884,139,4,139,2024-01-06 11:58:14,2012.33,Entregue
2885,148,2,148,2025-05-22 07:08:41,5195.30,Entregue
2886,114,1,114,2024-05-26 01:32:16,465.66,Entregue
2887,113,4,113,2024-03-09 15:25:43,4460.07,Entregue
2888,63,4,63,2025-03-05 22:08:00,2181.37,Cancelado
2889,132,4,132,2025-05-11 12:07:08,2608.88,Entregue
2890,62,5,62,2024-04-01 22:09:32,1566.82,Entregue
2891,78,2,78,2024-02-26 04:04:09,2430.35,Entregue
2892,109,1,109,2024-07-30 07:28:58,4162.48,Entregue
2893,128,4,128,2024-12-03 01:11:32,2274.72,Entregue
2894,103,2,103,2025-03-21 00:35:00,546.46,Entregue
2895,141,4,141,2025-01-29 18:14:53,2445.20,Entregue
2896,120,5,120,2025-05-29 11:48:39,1252.59,Entregue
2897,8,1,8,2025-04-14 22:34:44,2906.18,Entregue
2898,70,3,70,2024-06-24 09:24:59,147.60,Cancelado
2899,73,1,73,2024-02-08 21:20:20,614.20,Entregue
2900,127,2,127,2025-03-29 19:36:18,3018.37,Entregue
2901,137,3,137,2024-04-08 20:23:46,1851.12,Cancelado
2902,114,5,114,2024-10-22 13:38:53,5049.26,Entregue
2903,8,4,8,2024-05-20 03:29:29,2290.74,Entregue
2904,34,2,34,2024-01-06 14:34:31,1468.30,Cancelado
2905,61,5,61,2024-08-04 22:58:22,1192.72,Entregue
2906,91,4,91,2024-09-14 08:03:52,3733.54,Cancelado
2907,78,1,78,2024-09-29 11:51:56,1866.95,Entregue
2908,64,1,64,2024-08-08 11:39:29,4031.34,Entregue
2909,95,3,95,2025-03-22 05:12:25,2957.07,Entregue
2910,50,3,50,2024-08-01 10:33:01,3383.31,Entregue
2911,95,1,95,2024-10-06 09:14:42,2609.38,Entregue
2912,67,5,67,2025-01-09 22:48:53,971.14,Aguardando Pagamento
2913,101,3,101,2024-01-01 07:45:26,4167.21,Entregue
2914,56,4,56,2024-09-25 02:04:04,964.00,Entregue
2915,85,1,85,2024-01-11 08:10:38,2986.75,Entregue
2916,113,3,113,2024-08-09 06:02:11,2711.49,Entregue
2917,142,1,142,2024-11-20 07:21:36,4119.95,Entregue
2918,57,4,57,2025-04-16 20:25:47,3732.71,Entregue
2919,41,1,41,2024-02-05 08:53:41,3857.56,Entregue
2920,42,3,42,2024-08-06 04:24:27,4055.22,Aguardando Pagamento
2921,91,5,91,2024-05-28 17:10:16,6868.01,Entregue
2922,66,1,66,2024-04-29 00:33:46,5266.47,Entregue
2923,148,5,148,2024-10-03 16:28:21,5166.51,Entregue
2924,8,3,8,2024-09-22 16:19:37,6343.76,Entregue
2925,6,3,6,2025-04-13 07:10:56,1044.72,Entregue
2926,140,5,140,2024-11-21 15:50:02,2782.04,Entregue
2927,49,3,49,2024-12-20 21:12:40,5808.31,Entregue
2928,129,3,129,2024-05-26 14:11:52,4583.01,Entregue
2929,98,2,98,2024-08-03 00:15:13,2040.81,Aguardando Pagamento
2930,122,3,122,2025-02-22 20:59:49,4286.18,Entregue
2931,105,5,105,2024-10-01 06:13:25,4894.71,Entregue
2932,33,3,33,2025-03-27 00:32:38,6083.99,Entregue
2933,86,2,86,2024-05-26 06:55:58,1275.87,Entregue
2934,23,4,23,2024-07-12 19:30:54,3004.73,Entregue
2935,131,3,131,2025-01-03 04:39:33,434.53,Aguardando Pagamento
2936,35,1,35,2024-09-09 14:58:53,2066.17,Entregue
2937,71,3,71,2024-03-13 20:14:32,888.16,Entregue
2938,140,3,140,2024-05-14 15:21:03,658.24,Entregue
2939,138,4,138,2025-02-23 21:28:04,5030.04,Entregue
2940,59,2,59,2024-08-05 00:29:19,342.20,Cancelado
2941,11,1,11,2025-04-24 06:47:25,1488.69,Entregue
2942,113,4,113,2024-01-15 06:04:50,808.79,Entregue
2943,1,5,1,2024-04-03 17:48:36,2619.21,Entregue
2944,145,5,145,2025-02-21 06:36:17,829.80,Entregue
2945,59,2,59,2024-12-11 00:46:55,1432.92,Cancelado
2946,119,1,119,2024-04-05 02:06:09,3069.22,Entregue
2947,89,4,89,2025-04-20 23:54:49,3039.01,Cancelado
2948,133,4,133,2024-06-17 17:48:57,2230.18,Entregue
2949,25,4,25,2024-10-05 17:29:32,3867.25,Entregue
2950,88,1,88,2024-04-10 23:12:44,2993.40,Entregue
2951,66,3,66,2025-04-03 17:07:21,361.00,Entregue
2952,46,3,46,2025-05-20 16:34:47,507.54,Entregue
2953,6,4,6,2024-04-17 12:45:32,106.10,Entregue
2954,1,5,1,2024-08-03 22:16:36,1140.94,Entregue
2955,19,5,19,2024-10-31 11:47:48,5976.23,Entregue
2956,98,5,98,2024-06-25 23:48:57,845.68,Entregue
2957,10,1,10,2024-01-01 02:09:54,5204.24,Entregue
2958,129,2,129,2024-07-15 12:05:39,3793.76,Aguardando Pagamento
2959,146,3,146,2025-05-07 06:58:05,1110.90,Entregue
2960,41,1,41,2024-07-29 16:25:37,3852.86,Entregue
2961,146,4,146,2025-03-06 00:48:14,4152.29,Cancelado
2962,71,1,71,2025-01-20 09:21:35,4035.08,Entregue
2963,46,3,46,2024-03-29 09:48:10,5304.77,Cancelado
2964,5,3,5,2024-07-17 17:55:19,2254.30,Entregue
2965,90,4,90,2024-07-21 07:30:44,519.52,Entregue
2966,149,1,149,2024-04-13 06:45:59,4270.44,Entregue
2967,39,2,39,2025-03-01 12:27:13,1075.50,Aguardando Pagamento
2968,143,1,143,2024-05-14 16:34:53,1973.70,Entregue
2969,84,4,84,2024-04-10 06:34:37,2454.42,Entregue
2970,138,3,138,2024-01-03 15:09:25,2303.67,Aguardando Pagamento
2971,14,5,14,2024-12-05 15:57:37,1608.95,Entregue
2972,79,5,79,2024-01-22 23:18:26,3977.91,Entregue
2973,94,5,94,2025-02-23 03:36:23,1115.82,Entregue
2974,111,2,111,2025-03-29 14:39:33,4833.92,Cancelado
2975,15,5,15,2025-04-23 23:41:36,2166.22,Entregue
2976,93,4,93,2024-07-15 16:21:08,5821.28,Entregue
2977,48,3,48,2025-03-28 15:08:03,2068.57,Entregue
2978,99,3,99,2024-06-05 05:49:35,877.22,Entregue
2979,65,3,65,2025-05-11 14:59:15,3362.34,Entregue
2980,133,4,133,2025-03-15 18:48:36,1946.00,Entregue
2981,17,2,17,2024-08-28 22:42:55,946.23,Entregue
2982,127,4,127,2024-06-15 15:47:18,2022.32,Entregue
2983,132,3,132,2024-12-28 08:12:00,1744.18,Cancelado
2984,120,1,120,2024-07-12 19:51:22,2421.93,Entregue
2985,20,1,20,2024-03-22 04:34:08,2106.17,Entregue
2986,53,4,53,2025-03-14 07:05:12,4772.83,Entregue
2987,3,1,3,2024-10-28 19:43:01,2153.94,Entregue
2988,136,4,136,2024-05-21 06:39:08,6261.81,Entregue
2989,72,1,72,2024-04-08 21:34:05,2176.16,Entregue
2990,86,1,86,2024-06-06 13:49:37,2256.13,Cancelado
2991,110,4,110,2024-07-31 01:09:42,5656.44,Entregue
2992,31,1,31,2025-04-28 13:13:41,1883.35,Entregue
2993,31,2,31,2024-10-29 19:24:25,978.80,Entregue
2994,121,3,121,2024-07-31 17:49:06,1259.49,Entregue
2995,73,3,73,2024-10-06 05:28:10,1397.76,Entregue
2996,143,3,143,2025-03-11 19:27:09,3752.68,Entregue
2997,84,3,84,2025-03-20 01:18:33,5906.87,Entregue
2998,31,5,31,2025-01-06 17:46:17,204.36,Entregue
2999,115,4,115,2024-11-04 15:30:58,1627.45,Entregue
3000,7,3,7,2024-05-22 13:38:12,6439.46,Entregue
3001,59,2,59,2024-10-21 07:20:01,5958.90,Entregue
3002,65,5,65,2024-10-28 14:02:46,417.36,Entregue
3003,66,1,66,2024-06-26 19:52:28,1372.97,Entregue
3004,145,1,145,2024-04-28 07:20:47,481.74,Entregue
3005,49,2,49,2025-05-20 01:34:17,4518.01,Entregue
3006,134,3,134,2024-05-26 08:22:57,5011.47,Cancelado
3007,10,4,10,2024-06-13 13:50:58,2399.08,Entregue
3008,119,3,119,2024-05-11 21:18:25,4678.06,Entregue
3009,49,3,49,2024-06-23 12:36:32,1937.34,Entregue
3010,66,3,66,2024-02-01 00:31:52,4812.80,Entregue
3011,64,5,64,2025-01-17 20:20:43,2333.73,Entregue
3012,50,1,50,2024-05-31 07:49:03,1350.25,Entregue
3013,5,4,5,2025-04-12 09:50:09,385.74,Entregue
3014,12,5,12,2024-09-10 02:30:14,4621.71,Entregue
3015,88,2,88,2025-04-06 02:32:06,3027.82,Entregue
3016,108,2,108,2024-10-15 19:53:47,5311.60,Entregue
3017,83,4,83,2024-07-14 21:15:17,34.20,Entregue
3018,81,2,81,2025-04-06 18:34:00,1690.46,Entregue
3019,6,1,6,2024-06-25 22:19:56,2294.52,Entregue
3020,2,3,2,2024-07-02 02:13:57,1074.72,Entregue
3021,132,2,132,2024-06-10 12:00:51,2736.30,Aguardando Pagamento
3022,101,2,101,2024-04-30 05:19:09,2508.05,Entregue
3023,140,3,140,2024-11-21 10:00:32,3522.24,Entregue
3024,24,5,24,2025-03-05 12:51:59,1113.89,Entregue
3025,24,5,24,2024-12-17 22:29:15,5348.22,Entregue
3026,144,3,144,2025-01-15 15:33:14,339.88,Entregue
3027,134,3,134,2024-07-25 12:36:46,4185.52,Entregue
3028,106,2,106,2024-08-19 19:49:34,1206.75,Entregue
3029,67,3,67,2024-01-03 11:27:52,4280.96,Cancelado
3030,65,1,65,2024-05-05 01:34:47,5222.29,Cancelado
3031,75,1,75,2024-01-13 07:26:40,4657.76,Entregue
3032,111,5,111,2025-01-09 21:17:25,4509.00,Cancelado
3033,104,4,104,2024-08-12 16:54:51,132.19,Aguardando Pagamento
3034,67,4,67,2024-04-07 08:17:38,5399.00,Entregue
3035,40,3,40,2025-02-04 01:20:22,1213.39,Entregue
3036,109,1,109,2024-04-12 12:39:20,4710.97,Entregue
3037,22,5,22,2024-07-14 22:10:10,352.48,Entregue
3038,128,3,128,2025-03-11 06:27:57,4660.44,Cancelado
3039,37,2,37,2025-02-15 13:58:23,663.25,Entregue
3040,32,1,32,2024-09-19 16:23:47,2624.69,Entregue
3041,78,1,78,2025-05-29 14:45:09,2950.04,Entregue
3042,105,1,105,2025-04-21 13:28:14,4445.97,Entregue
3043,98,5,98,2024-05-23 01:57:42,5488.69,Entregue
3044,79,3,79,2024-12-23 23:27:12,557.86,Entregue
3045,2,5,2,2025-04-07 02:57:12,2635.50,Entregue
3046,31,1,31,2025-02-10 19:25:46,3823.11,Entregue
3047,149,4,149,2025-02-17 14:35:40,3595.32,Entregue
3048,74,1,74,2024-03-28 16:54:26,3350.61,Entregue
3049,123,2,123,2025-01-27 10:37:00,130.08,Entregue
3050,19,1,19,2025-05-02 04:40:00,3716.28,Cancelado
3051,79,2,79,2025-02-13 19:34:06,1387.54,Entregue
3052,87,3,87,2025-04-15 00:33:23,4435.12,Entregue
3053,51,5,51,2024-11-03 17:07:13,1094.21,Entregue
3054,106,5,106,2025-05-18 07:54:48,2315.34,Entregue
3055,33,2,33,2024-06-10 22:11:39,2706.75,Entregue
3056,127,5,127,2024-08-14 08:55:15,1480.37,Cancelado
3057,55,5,55,2024-04-12 03:38:12,2419.23,Entregue
3058,130,2,130,2024-06-05 14:48:24,1511.08,Entregue
3059,59,5,59,2024-04-23 09:06:49,2591.61,Aguardando Pagamento
3060,34,4,34,2024-02-15 09:34:55,661.11,Cancelado
3061,44,2,44,2024-01-20 15:24:45,848.45,Entregue
3062,148,3,148,2024-04-17 18:35:54,3672.38,Entregue
3063,114,2,114,2024-08-09 11:53:55,2114.26,Entregue
3064,6,1,6,2025-04-27 22:34:55,3471.40,Entregue
3065,88,2,88,2024-05-01 20:20:12,3063.47,Cancelado
3066,22,2,22,2024-05-09 07:01:06,1487.37,Entregue
3067,91,4,91,2024-02-02 21:12:31,5097.33,Entregue
3068,86,5,86,2024-01-24 04:36:42,1321.16,Entregue
3069,15,5,15,2024-04-27 17:14:23,2972.24,Cancelado
3070,112,2,112,2025-01-11 12:11:33,2686.14,Cancelado
3071,36,5,36,2025-01-22 11:01:23,1258.81,Entregue
3072,11,3,11,2024-11-05 16:17:14,3091.21,Entregue
3073,129,4,129,2024-06-04 23:46:36,1681.78,Entregue
3074,92,4,92,2024-02-14 01:10:01,398.64,Cancelado
3075,58,5,58,2024-12-20 12:42:56,3643.69,Aguardando Pagamento
3076,60,5,60,2024-06-04 19:01:57,4313.43,Entregue
3077,63,3,63,2025-03-14 00:50:55,4703.14,Cancelado
3078,138,1,138,2024-12-22 15:24:41,693.31,Entregue
3079,36,4,36,2024-04-17 07:38:11,3163.21,Entregue
3080,20,2,20,2025-02-13 23:49:47,1358.00,Entregue
3081,72,5,72,2025-02-25 01:21:11,2513.94,Entregue
3082,148,1,148,2024-08-20 19:10:19,874.80,Entregue
3083,105,2,105,2025-05-25 23:19:42,1198.56,Entregue
3084,58,2,58,2024-12-26 05:39:10,2163.99,Entregue
3085,63,3,63,2024-05-16 00:03:00,4465.40,Entregue
3086,144,4,144,2025-05-18 21:41:43,2908.82,Entregue
3087,24,2,24,2025-05-24 19:12:03,492.10,Entregue
3088,99,4,99,2024-11-28 10:47:30,1025.46,Entregue
3089,87,4,87,2025-01-25 09:41:36,4366.94,Entregue
3090,112,3,112,2024-02-17 15:39:25,85.40,Entregue
3091,60,1,60,2025-03-18 15:10:47,936.15,Cancelado
3092,89,4,89,2024-11-23 03:56:59,1923.81,Entregue
3093,11,3,11,2024-02-20 19:04:17,227.10,Entregue
3094,136,4,136,2024-02-02 23:19:56,107.58,Entregue
3095,99,1,99,2024-11-25 16:25:25,7132.15,Entregue
3096,105,2,105,2024-01-25 02:42:29,2959.78,Entregue
3097,70,5,70,2025-04-13 09:34:12,4595.20,Entregue
3098,64,5,64,2025-05-05 23:53:06,911.16,Entregue
3099,39,2,39,2024-09-07 13:04:34,3650.86,Entregue
3100,113,1,113,2024-11-09 19:49:25,2834.23,Cancelado
3101,106,1,106,2025-04-29 19:13:09,4208.22,Entregue
3102,47,4,47,2024-11-11 08:33:48,4455.86,Entregue
3103,37,4,37,2024-03-28 15:36:13,2716.45,Entregue
3104,77,4,77,2024-12-26 17:45:27,2772.86,Cancelado
3105,45,1,45,2024-12-20 08:40:11,933.84,Entregue
3106,29,4,29,2024-06-22 03:30:39,1762.38,Entregue
3107,7,5,7,2025-04-30 10:14:37,1559.39,Entregue
3108,57,5,57,2024-07-30 19:49:09,1631.52,Entregue
3109,23,4,23,2024-12-03 00:36:20,873.84,Entregue
3110,85,4,85,2025-03-24 05:12:17,942.80,Cancelado
3111,95,4,95,2024-05-22 12:50:42,1021.04,Entregue
3112,128,3,128,2025-04-25 16:42:54,2544.70,Entregue
3113,4,1,4,2024-09-06 06:27:26,805.12,Entregue
3114,1,5,1,2024-09-21 17:35:48,3514.99,Entregue
3115,132,1,132,2025-01-14 01:47:25,1728.95,Aguardando Pagamento
3116,148,1,148,2025-04-14 19:44:46,215.19,Entregue
3117,147,2,147,2025-04-26 15:51:54,1816.49,Entregue
3118,19,1,19,2024-09-01 10:35:25,5477.89,Entregue
3119,89,3,89,2024-07-17 11:43:02,2613.90,Entregue
3120,97,3,97,2025-04-03 01:08:21,4322.43,Entregue
3121,116,5,116,2024-08-30 02:05:02,1930.01,Entregue
3122,140,2,140,2024-08-11 08:55:15,2664.01,Entregue
3123,141,2,141,2024-06-09 20:52:32,5947.98,Entregue
3124,82,3,82,2024-06-27 15:06:18,5129.70,Cancelado
3125,110,5,110,2024-04-13 20:37:55,948.54,Entregue
3126,98,2,98,2024-01-15 19:29:50,4012.05,Entregue
3127,7,1,7,2024-09-23 02:41:50,2518.98,Entregue
3128,94,4,94,2024-07-01 17:39:58,4430.47,Entregue
3129,71,2,71,2025-01-28 18:41:31,345.15,Entregue
3130,90,1,90,2024-07-31 12:02:14,5163.06,Entregue
3131,103,3,103,2025-02-02 00:40:19,309.60,Entregue
3132,3,5,3,2024-07-15 05:51:41,1918.04,Entregue
3133,48,5,48,2024-09-30 05:22:53,3157.12,Entregue
3134,140,2,140,2024-04-12 10:10:28,4035.74,Cancelado
3135,32,2,32,2024-06-05 14:24:00,1292.28,Entregue
3136,20,1,20,2025-03-30 15:54:46,726.96,Entregue
3137,37,4,37,2024-10-27 08:50:30,6460.90,Entregue
3138,136,4,136,2024-07-27 14:29:03,587.81,Entregue
3139,14,5,14,2025-02-19 00:14:42,3136.69,Entregue
3140,110,3,110,2024-03-20 12:41:35,2455.25,Entregue
3141,63,2,63,2024-12-11 21:13:26,1951.04,Cancelado
3142,5,3,5,2025-04-03 01:46:13,2833.89,Entregue
3143,13,3,13,2025-03-28 22:15:48,825.18,Entregue
3144,32,3,32,2024-04-19 19:09:30,3268.59,Entregue
3145,118,5,118,2025-01-22 13:38:02,1150.17,Entregue
3146,113,4,113,2024-08-23 22:05:59,224.49,Entregue
3147,29,2,29,2025-04-28 19:55:27,2470.24,Entregue
3148,83,4,83,2024-10-31 09:18:10,172.00,Entregue
3149,112,1,112,2024-05-07 05:35:30,5297.31,Entregue
3150,31,1,31,2025-04-07 04:39:42,1198.15,Entregue
3151,16,2,16,2024-12-09 11:57:43,508.48,Entregue
3152,31,5,31,2024-10-21 05:16:11,1229.08,Entregue
3153,104,3,104,2024-09-21 03:08:01,537.39,Entregue
3154,102,2,102,2024-07-09 12:27:49,500.88,Entregue
3155,130,3,130,2024-07-15 12:32:25,901.26,Entregue
3156,68,3,68,2024-02-22 16:34:51,269.32,Cancelado
3157,141,2,141,2025-02-14 17:53:53,578.69,Cancelado
3158,141,3,141,2024-01-25 17:17:47,2922.39,Entregue
3159,111,3,111,2024-07-09 04:28:08,1435.80,Entregue
3160,7,3,7,2024-09-08 02:26:17,3115.68,Entregue
3161,138,5,138,2024-12-01 12:50:57,4121.73,Entregue
3162,115,1,115,2024-04-08 02:43:44,3678.86,Aguardando Pagamento
3163,86,3,86,2024-01-23 23:45:32,4640.68,Cancelado
3164,41,2,41,2025-02-11 18:27:04,143.88,Entregue
